,age,workclass,fnlwgt,education,education-number,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5869,44,1,360884,12,14,0,8,4,4,0,0,0,40,37,0
5870,36,4,256992,9,13,2,0,5,4,0,0,0,40,37,1
5880,42,1,223548,12,14,4,8,1,4,1,0,0,40,37,0
5883,59,4,100270,12,14,0,8,1,4,0,0,0,60,37,0
5886,48,2,341762,15,10,2,3,0,4,1,0,0,50,37,1
5890,44,2,79521,9,13,2,4,0,4,1,15024,0,55,37,1
5895,39,4,178100,9,13,4,8,1,4,0,0,0,40,37,0
5906,25,0,169124,15,10,2,2,0,4,1,0,0,40,37,0
5909,66,3,44712,11,9,2,2,5,4,0,0,0,15,37,0
5910,35,3,190759,15,10,0,2,3,4,1,0,0,40,37,0
5916,59,3,185410,15,10,2,10,0,4,1,0,0,70,37,0
5923,45,4,149640,9,13,2,0,0,4,1,0,0,38,37,1
5924,19,4,140985,15,10,4,7,3,4,1,0,0,20,37,0
5926,27,4,187327,11,9,5,9,1,4,1,0,0,45,37,0
5928,55,3,157639,6,5,2,10,0,4,1,0,0,58,37,0
5929,46,1,258498,12,14,0,8,4,4,0,0,0,40,37,0
5932,59,4,200732,12,14,2,8,0,1,1,0,0,50,28,1
5934,27,1,106179,9,13,3,8,1,4,0,0,0,50,37,0
5944,55,2,275236,8,11,2,3,0,4,1,0,0,48,37,1
5945,40,3,76487,9,13,4,8,1,4,1,0,0,50,37,0
5946,37,0,75073,7,12,4,9,1,2,1,0,0,42,37,0
5949,42,3,344624,10,16,4,8,1,4,1,0,0,99,37,1
5964,23,0,215115,15,10,4,0,3,4,0,0,0,25,37,0
5968,32,1,226296,12,14,2,8,0,4,1,0,0,50,37,1
5970,34,0,148508,15,10,0,11,1,4,0,0,0,40,37,0
5973,45,2,192835,9,13,2,3,0,4,1,0,0,45,37,1
5984,27,1,132718,11,9,4,12,3,2,1,0,0,40,37,0
5986,37,1,75387,11,9,2,7,0,4,1,0,0,40,37,0
5998,47,1,275517,15,10,0,0,1,4,0,0,0,72,37,0
6000,37,3,377798,15,10,0,2,1,4,1,0,0,50,37,0
6003,72,3,117030,15,10,2,7,0,4,1,0,0,40,37,0
6004,31,1,275369,15,10,4,9,1,2,1,0,0,40,37,0
6006,27,1,230997,9,13,4,8,1,4,0,0,0,45,37,0
6012,49,3,102308,14,15,2,8,0,4,1,15024,0,35,37,1
6013,57,2,199067,5,4,2,3,0,4,1,0,0,90,11,1
6016,77,3,34761,5,4,2,4,0,4,1,0,0,40,37,0
6018,37,3,216473,0,6,2,2,0,4,1,0,0,30,37,0
6019,43,2,147206,7,12,4,3,1,4,1,27828,0,45,37,1
6021,68,3,335701,5,4,6,7,1,4,0,0,0,40,37,0
6023,52,1,182856,12,14,4,8,1,4,1,10520,0,45,37,1
6028,32,0,86150,9,13,2,3,5,1,0,0,1977,40,37,1
6034,71,3,30661,5,4,2,4,0,4,1,6514,0,40,37,1
6035,30,1,38268,11,9,5,7,4,4,1,0,0,40,37,1
6037,39,2,172538,11,9,2,3,0,4,1,0,0,60,37,1
6051,37,0,254202,12,14,4,3,1,4,0,27828,0,50,37,1
6052,41,2,277858,9,13,6,3,1,2,0,0,0,45,37,0
6059,43,0,269733,12,14,2,3,0,4,1,0,0,40,37,1
6060,40,3,355856,9,13,3,3,1,1,1,0,0,40,37,0
6061,48,2,275100,11,9,2,3,0,4,1,0,0,70,11,1
6062,30,4,136997,11,9,0,3,4,4,0,0,0,40,37,0
6065,30,1,264936,9,13,5,8,4,4,0,0,0,40,37,0
6070,40,3,182516,7,12,2,0,5,4,0,0,0,40,37,0
6071,49,1,199862,11,9,2,6,0,4,1,0,2179,40,37,0
6076,50,1,68898,10,16,2,3,0,4,1,0,0,55,37,1
6077,17,2,151999,2,8,4,0,3,4,0,0,0,16,37,0
6078,28,3,236471,11,9,2,2,0,4,1,0,0,40,37,0
6079,38,1,29075,15,10,2,0,5,0,0,5013,0,40,37,0
6080,43,4,186990,11,9,2,2,0,4,1,0,0,37,37,0
6086,58,1,303176,11,9,0,2,1,4,1,0,0,40,37,0
6091,40,3,151504,15,10,2,2,0,4,1,0,0,60,37,1
6097,65,3,147377,12,14,2,8,0,4,1,0,0,16,37,0
6098,36,0,253627,15,10,2,0,0,4,1,0,0,40,31,1
6103,46,1,195418,9,13,2,8,0,2,1,0,0,40,37,1
6106,37,4,373699,14,15,2,8,0,4,1,0,0,60,37,1
6110,25,1,100125,9,13,4,0,1,4,0,0,0,40,37,0
6113,28,2,167737,12,14,2,10,0,4,1,5178,0,40,37,1
6115,44,3,177851,14,15,2,8,0,4,1,0,0,60,37,0
6118,40,1,208875,12,14,0,8,1,4,0,0,0,50,37,0
6128,45,3,70754,14,15,2,8,0,4,1,7298,0,60,37,1
6131,34,4,117186,11,9,2,9,0,4,1,0,0,40,37,1
6139,57,2,105582,9,13,2,3,0,4,1,0,2415,40,37,1
6143,62,1,176839,12,14,2,8,0,4,1,0,0,10,37,0
6144,41,1,193553,15,10,2,9,0,2,1,0,0,64,37,1
6146,53,3,146325,11,9,2,2,0,4,1,0,0,40,39,1
6151,32,3,321313,11,9,4,2,3,2,1,0,0,40,37,0
6154,56,3,32855,15,10,2,4,0,4,1,0,0,50,37,0
6155,33,2,287372,15,10,2,3,0,4,1,0,0,50,37,1
6157,29,1,275110,15,10,2,9,3,2,1,0,0,40,37,0
6159,33,4,110171,9,13,0,8,1,4,0,0,1092,40,37,0
6163,64,2,169072,0,6,2,12,0,4,1,0,0,50,37,0
6167,67,2,323636,11,9,2,2,0,4,1,0,0,15,1,0
6168,37,1,184112,10,16,0,8,1,4,0,0,0,40,37,1
6170,25,4,149248,15,10,4,7,1,2,1,0,0,40,37,0
6171,41,1,248748,9,13,4,8,4,2,0,0,0,40,37,0
6174,75,3,343631,11,9,2,4,0,1,1,0,0,15,37,0
6176,36,3,184435,1,7,4,12,1,2,1,0,0,40,37,0
6177,47,3,181405,14,15,2,8,0,4,1,15024,0,40,37,1
6178,67,3,75140,11,9,2,4,0,4,1,0,0,25,37,0
6180,32,3,181212,15,10,5,4,4,4,0,0,0,65,37,0
6184,48,1,186172,7,12,2,9,0,4,1,0,0,40,37,1
6185,55,0,107157,11,9,2,9,0,4,1,0,0,40,37,0
6187,49,3,175958,15,10,4,7,1,4,1,0,0,20,37,0
6190,56,1,203250,15,10,2,9,0,4,1,0,0,40,37,0
6194,53,0,128141,9,13,5,0,1,2,1,0,0,40,37,0
6198,34,2,196385,11,9,2,3,0,4,1,0,0,50,37,0
6200,40,3,85668,11,9,2,2,0,4,1,0,0,40,37,0
6204,52,0,197189,15,10,2,0,0,4,1,0,0,44,37,1
6214,36,2,200220,11,9,4,3,1,4,1,0,0,55,37,0
6229,47,4,29023,10,16,2,8,0,1,1,0,0,40,17,1
6230,48,3,136455,15,10,2,7,5,4,0,0,0,60,37,0
6235,39,0,33289,11,9,6,8,4,4,0,0,0,60,37,0
6241,47,0,114222,7,12,2,0,0,4,1,0,0,55,37,1
6247,37,3,255503,14,15,4,8,1,4,1,0,0,55,37,1
6249,66,3,34218,11,9,2,12,0,4,1,0,0,50,37,1
6255,40,3,145441,15,10,0,3,4,4,1,0,0,30,37,0
6256,20,4,117210,15,10,4,11,3,4,1,0,0,40,37,0
6262,56,3,190091,8,11,3,10,1,4,1,0,0,46,37,0
6267,32,3,63516,11,9,0,7,4,4,0,0,0,45,37,0
6269,34,1,63338,11,9,4,0,3,4,0,0,0,40,37,0
6277,48,1,195416,11,9,0,7,1,4,0,0,0,35,37,0
6280,32,1,32587,11,9,0,7,1,0,1,0,0,40,37,0
6284,47,3,132589,15,10,2,4,0,4,1,0,0,72,37,0
6287,47,2,123075,12,14,2,10,0,4,1,0,0,50,37,1
6291,59,3,182142,10,16,2,8,0,4,1,0,0,40,37,0
6293,33,3,132565,1,7,2,2,0,4,1,0,0,40,37,0
6295,62,2,191520,10,16,2,8,0,4,1,99999,0,80,37,1
6296,37,3,33394,11,9,2,4,0,4,1,0,0,70,37,0
6297,45,1,45501,9,13,4,8,1,4,0,0,0,50,37,0
6301,29,1,95471,9,13,2,3,0,4,1,0,0,55,37,0
6304,34,1,260782,15,10,2,5,0,4,1,0,0,52,37,1
6307,52,0,53905,11,9,0,0,1,4,0,0,0,40,37,0
6311,50,3,118058,9,13,2,3,0,4,1,15024,0,55,37,1
6312,23,4,89285,15,10,4,9,1,3,0,99999,0,40,37,1
6321,43,2,198871,8,11,2,4,0,4,1,0,0,88,37,0
6324,50,1,50048,12,14,2,8,0,4,1,0,0,52,37,1
6328,57,4,132145,12,14,2,3,0,4,1,7298,0,45,37,1
6332,29,1,76978,15,10,4,3,1,2,0,0,0,50,37,0
6333,34,3,196512,11,9,0,3,4,4,0,0,2472,35,37,1
6343,54,2,304955,11,9,2,3,0,4,1,0,0,30,37,0
6351,41,0,255543,15,10,2,0,0,4,1,0,0,40,37,1
6358,33,4,209768,10,16,4,8,1,4,1,0,0,40,37,0
6359,55,0,27385,8,11,2,2,0,4,1,0,0,40,37,0
6360,33,4,226296,11,9,4,12,2,4,1,0,0,40,37,0
6369,65,2,224357,11,9,2,10,0,4,1,0,0,40,37,0
6370,28,0,116062,7,12,2,0,0,0,1,0,0,40,37,0
6373,67,3,178878,5,4,2,4,0,4,1,0,0,12,37,0
6381,31,3,195891,11,9,2,2,3,4,1,0,0,40,37,0
6387,35,1,182074,11,9,5,9,1,4,1,0,0,42,37,0
6388,19,4,136848,15,10,4,0,3,4,0,0,0,8,37,0
6390,57,4,243033,15,10,6,10,1,4,0,0,0,40,37,0
6391,47,2,154174,11,9,2,2,0,4,1,0,0,60,37,1
6393,38,0,122240,11,9,2,0,0,4,1,0,0,55,37,1
6405,42,3,115932,11,9,2,10,0,4,1,0,0,40,37,0
6408,26,0,48853,12,14,4,11,1,4,0,0,0,40,4,0
6412,34,4,92531,11,9,0,2,1,4,1,0,0,40,37,0
6414,41,4,153095,11,9,4,2,1,4,1,0,0,50,37,0
6415,34,3,581025,6,5,4,7,3,2,1,0,0,38,37,0
6416,61,1,202384,9,13,2,8,5,4,0,0,0,30,37,0
6417,46,1,122177,9,13,2,8,0,4,1,0,0,60,37,0
6422,35,3,210830,11,9,4,7,1,4,0,0,0,40,37,0
6423,37,1,188612,12,14,2,3,0,4,1,0,0,50,37,1
6429,41,1,98823,9,13,2,8,0,4,1,0,0,50,37,0
6430,45,0,109598,11,9,4,7,1,2,0,0,0,40,37,0
6434,35,4,238591,15,10,5,12,1,2,1,0,0,40,37,0
6435,44,1,117012,12,14,2,8,5,4,0,0,1887,40,37,1
6440,42,3,111971,11,9,2,12,0,4,1,0,0,45,37,0
6443,51,3,61127,11,9,2,4,0,4,1,0,0,50,37,1
6446,50,2,288630,12,14,2,3,0,4,1,0,0,50,37,1
6451,32,3,106014,15,10,4,7,1,4,1,0,0,50,37,0
6457,64,4,152537,9,13,2,3,0,4,1,0,0,45,37,0
6463,50,1,282701,11,9,2,6,0,4,1,4386,0,48,37,1
6466,51,5,124963,7,12,2,10,0,4,1,0,0,45,37,0
6468,53,1,222381,12,14,2,3,0,4,1,0,0,40,37,1
6469,33,3,656488,8,11,0,11,4,2,1,0,0,50,37,0
6477,38,3,203988,10,16,2,8,0,4,1,99999,0,55,37,1
6481,29,1,94064,12,14,2,8,0,4,1,0,0,50,37,0
6482,44,4,342510,10,16,2,8,5,4,0,7688,0,40,37,1
6483,66,3,163726,11,9,2,4,0,4,1,0,0,10,37,0
6485,66,3,298045,9,13,2,3,0,4,1,0,0,30,37,0
6492,45,3,244194,7,12,2,10,0,4,1,5178,0,40,37,1
6493,32,1,287229,15,10,0,7,1,4,0,0,0,30,22,0
6495,33,4,65018,12,14,2,8,0,1,1,0,0,20,2,0
6498,60,1,227232,11,9,6,3,4,4,0,0,0,40,37,0
6502,53,0,276868,15,10,2,3,0,4,1,0,0,40,37,1
6506,35,3,127493,0,6,2,7,5,4,0,0,0,2,37,0
6509,46,1,247053,12,14,2,8,0,4,1,0,0,40,37,1
6513,52,2,224763,11,9,2,10,0,4,1,0,0,50,4,0
6514,42,3,40024,15,10,2,4,0,4,1,0,0,66,37,0
6515,42,3,296594,12,14,2,3,0,4,1,0,0,50,37,1
6516,43,0,53956,11,9,2,0,0,4,1,0,0,55,37,1
6521,31,4,203488,15,10,4,5,1,4,1,0,0,40,37,0
6526,63,3,177832,11,9,2,4,0,4,1,0,0,80,37,0
6528,28,1,194759,15,10,4,10,1,4,1,0,1669,90,37,0
6529,64,3,30310,5,4,2,4,0,4,1,0,0,60,37,0
6537,20,4,318382,11,9,4,0,1,4,1,0,0,40,37,0
6542,28,4,73928,9,13,4,0,3,1,0,0,0,40,37,1
6547,21,1,129050,15,10,4,8,3,4,0,0,0,35,37,0
6555,31,1,498267,11,9,5,7,3,2,1,0,0,40,37,0
6561,73,1,114561,4,3,6,7,2,1,0,0,0,25,28,0
6573,43,1,192381,9,13,4,7,3,4,1,0,0,40,37,0
6575,52,4,120173,5,4,2,7,0,4,1,0,0,40,37,0
6579,45,0,169711,7,12,2,9,0,4,1,15024,0,72,37,1
6580,40,3,172560,11,9,2,2,0,4,1,0,0,40,37,0
6584,47,1,169324,12,14,2,8,5,2,0,4386,0,35,37,1
6589,58,3,100606,11,9,2,10,0,4,1,0,0,50,37,0
6592,44,1,229148,15,10,2,5,0,2,1,0,0,40,37,0
6600,34,2,152109,11,9,2,2,0,4,1,0,0,40,37,0
6604,22,1,117789,15,10,4,8,1,4,0,0,0,20,37,0
6632,30,2,191571,15,10,4,3,1,4,0,0,0,40,37,1
6635,26,0,73047,15,10,2,3,0,4,1,0,0,32,37,0
6639,31,1,101761,9,13,4,8,1,4,0,0,0,40,37,0
6643,38,4,91670,15,10,0,8,3,1,0,0,0,40,37,0
6644,30,4,61989,15,10,4,8,1,4,0,0,0,5,37,0
6646,27,3,95423,15,10,2,2,0,4,1,0,0,60,37,0
6647,31,0,30917,15,10,2,9,0,4,1,0,0,72,37,0
6651,20,2,245611,15,10,4,2,3,4,1,0,0,20,37,0
6652,47,0,655066,9,13,2,3,0,3,1,0,0,40,27,1
6653,57,3,87584,10,16,0,8,1,4,0,0,0,25,37,0
6654,47,3,304223,15,10,2,10,0,4,1,0,0,40,37,0
6655,49,1,40690,9,13,4,8,4,4,1,0,0,60,37,1
6659,47,0,176917,15,10,2,0,0,4,1,0,0,48,37,1
6664,34,1,211239,9,13,0,8,4,4,0,6497,0,40,37,0
6666,23,4,120172,11,9,4,11,1,4,1,0,0,48,37,0
6670,44,2,226027,15,10,2,3,0,4,1,0,0,60,37,0
6675,52,2,29887,14,15,2,8,0,4,1,0,0,60,37,1
6676,53,3,138022,1,7,0,2,1,4,1,0,0,60,37,0
6677,57,2,208018,11,9,2,2,0,4,1,0,0,40,37,1
6681,44,3,168443,11,9,2,10,0,4,1,0,0,60,37,0
6691,37,2,317580,11,9,2,2,0,4,1,0,0,40,37,0
6695,64,4,417543,10,16,6,8,1,2,1,8614,0,50,37,1
6698,38,2,314007,11,9,2,10,0,4,1,0,0,78,37,0
6700,29,1,270421,12,14,4,8,1,4,1,0,0,50,37,0
6708,23,4,231929,2,8,4,7,1,4,1,0,0,20,37,0
6712,51,2,119570,9,13,2,2,0,4,1,0,0,50,37,0
6716,42,2,282069,11,9,2,2,0,4,1,0,0,40,37,0
6717,20,0,26585,11,9,4,7,1,0,0,0,0,25,37,0
6718,46,2,218890,11,9,0,7,1,4,0,0,0,60,37,0
6723,48,3,48384,9,13,0,10,1,4,1,0,0,60,37,0
6743,35,1,184117,12,14,4,8,3,4,0,0,0,25,37,0
6747,49,3,33300,11,9,2,4,0,4,1,0,0,84,37,0
6755,20,2,266400,15,10,4,5,3,4,0,0,0,40,37,0
6756,42,1,335248,8,11,0,8,1,4,0,0,0,36,37,0
6768,59,0,99131,11,9,4,3,2,4,0,0,0,40,37,0
6769,38,2,225860,11,9,0,3,4,4,1,0,0,40,37,0
6773,18,4,352317,15,10,4,7,3,4,0,0,0,20,37,0
6788,42,0,201520,12,14,2,3,0,4,1,0,1902,43,37,1
6789,47,1,55237,15,10,2,9,0,4,1,0,0,44,37,0
6791,63,1,197189,9,13,6,8,1,4,0,4650,0,48,37,0
6812,36,1,491000,7,12,4,8,3,2,1,0,0,40,37,0
6813,45,4,156065,9,13,0,0,1,4,0,0,0,40,37,0
6815,47,3,173938,14,15,4,8,1,4,1,0,2258,20,37,0
6821,44,3,122749,11,9,2,2,0,4,1,0,0,35,10,0
6830,33,1,237298,15,10,0,0,4,2,0,0,0,40,37,0
6831,36,4,47072,11,9,6,7,4,4,0,0,0,8,37,0
6833,19,4,175507,11,9,4,7,1,4,0,0,0,18,37,0
6836,40,2,190650,9,13,2,10,0,1,1,0,0,45,33,1
6844,48,3,76855,15,10,0,12,4,4,0,0,0,53,37,0
6846,76,1,224058,0,6,0,12,1,2,1,0,0,20,37,0
6850,62,3,97950,9,13,2,2,0,4,1,0,0,6,37,0
6852,42,1,209818,9,13,0,8,2,4,0,0,0,55,37,0
6854,43,2,170214,15,10,2,3,0,4,1,0,0,75,37,0
6861,58,2,179781,9,13,2,10,0,4,1,0,0,70,37,1
6864,39,3,339029,9,13,2,3,0,4,1,0,0,50,37,0
6865,39,3,87076,11,9,2,4,0,4,1,0,0,45,37,1
6868,26,1,176756,11,9,2,11,0,4,1,0,0,75,37,1
6877,35,2,200352,9,13,2,11,0,4,1,0,0,45,37,1
6885,61,0,294466,15,10,0,0,1,2,0,0,0,40,37,0
6891,62,1,242341,15,10,0,8,1,0,1,0,0,40,37,0
6894,59,3,134470,11,9,2,4,0,4,1,2635,0,60,37,0
6896,40,1,26671,9,13,0,8,4,0,0,0,0,40,37,0
6897,38,3,589838,11,9,2,2,0,4,1,0,0,47,37,0
6901,22,4,211798,8,11,4,0,3,4,1,0,0,10,37,0
6906,50,0,189831,11,9,2,11,0,4,1,7298,0,50,37,1
6908,38,0,198841,15,10,5,5,1,4,1,0,0,40,37,0
6912,49,3,155862,11,9,2,4,0,4,1,0,0,50,37,1
6915,82,3,181912,11,9,0,3,1,4,1,0,0,12,37,0
6921,41,4,114537,11,9,5,5,4,4,1,0,0,40,37,0
6930,45,0,90533,9,13,4,3,1,4,0,0,0,45,37,0
6940,52,1,178983,11,9,2,8,0,4,1,0,0,40,37,0
6942,48,1,283037,9,13,2,8,0,4,1,0,0,40,37,0
6945,29,1,272569,0,6,4,4,1,4,1,0,0,40,37,0
6949,58,3,605504,11,9,2,10,0,4,1,0,0,40,37,1
6950,19,3,140985,11,9,4,2,3,4,1,0,0,40,8,0
6951,22,4,160369,15,10,4,7,3,2,1,0,0,20,37,0
6955,36,2,298624,15,10,2,3,0,4,1,0,0,30,37,1
6958,34,1,241259,11,9,4,9,1,4,1,0,0,40,37,0
6959,80,3,248568,11,9,2,4,0,4,1,0,0,30,37,0
6960,59,3,304779,9,13,2,3,0,4,1,0,0,35,37,0
6967,44,3,95298,10,16,2,8,0,4,1,0,0,70,37,1
6970,39,4,33975,9,13,4,8,1,4,1,0,0,45,37,0
6972,39,3,122852,11,9,2,12,0,4,1,0,0,45,37,1
6975,41,1,223410,9,13,2,8,0,4,1,7688,0,40,37,1
6977,44,1,282069,8,11,2,4,0,4,1,0,0,40,37,0
6979,81,3,218521,5,4,2,4,0,4,1,0,0,21,37,0
6982,28,1,299249,11,9,0,9,1,4,0,0,0,40,37,0
6984,51,3,73493,15,10,5,3,1,4,0,0,0,60,37,0
6986,37,2,183898,15,10,2,3,0,4,1,0,0,40,37,1
6987,31,4,190027,15,10,4,7,3,2,0,0,0,40,37,0
7001,46,4,87018,9,13,4,3,4,4,0,0,0,40,37,0
7003,44,1,366180,9,13,4,8,1,4,1,0,0,50,37,0
7005,30,3,164461,1,7,0,10,4,4,1,0,653,40,37,0
7007,48,3,199058,9,13,4,8,1,4,1,0,0,35,37,1
7010,65,3,132340,11,9,2,6,0,4,1,0,0,3,37,0
7012,17,3,33230,1,7,4,4,3,4,1,0,0,15,37,0
7013,20,1,298871,11,9,4,7,3,1,1,0,0,10,37,0
7023,45,1,213620,9,13,0,8,1,4,0,0,0,50,37,1
7026,64,1,189634,15,10,6,3,1,4,1,0,0,50,37,0
7027,25,1,170070,9,13,4,8,1,4,0,0,0,50,37,1
7029,46,2,168211,11,9,2,3,0,4,1,0,0,75,37,1
7035,47,3,51664,1,7,2,4,0,4,1,0,0,60,37,0
7038,57,1,62701,15,10,6,3,1,4,1,6849,0,40,37,0
7039,37,2,347491,15,10,2,3,0,4,1,0,0,50,37,1
7040,54,1,108739,1,7,6,9,4,2,0,0,0,40,37,0
7042,54,0,160636,11,9,4,0,4,4,0,0,0,40,24,0
7047,37,2,347189,11,9,2,3,0,4,1,0,0,55,37,1
7054,77,3,161552,13,1,6,3,1,4,0,0,0,60,37,0
7060,36,1,247547,11,9,5,0,4,2,0,0,0,40,37,0
7061,51,2,254230,15,10,2,3,0,4,1,0,1977,58,37,1
7067,36,1,254202,14,15,0,8,4,4,0,0,0,24,10,0
7068,26,4,232914,15,10,4,0,1,4,0,0,0,40,37,0
7069,31,1,206609,9,13,4,9,1,4,1,0,1876,40,37,0
7082,30,1,263650,9,13,4,10,4,2,0,0,0,17,37,0
7091,50,0,36489,15,10,2,0,0,4,1,0,0,40,37,1
7096,62,0,34916,15,10,2,8,0,4,1,0,0,40,37,1
7098,46,4,179869,11,9,2,5,0,4,1,0,0,40,37,0
7099,48,0,259131,15,10,0,0,4,2,1,5455,0,40,37,0
7109,22,3,174907,15,10,4,8,3,4,0,0,0,15,37,0
7111,24,3,216889,6,5,2,2,0,4,1,0,0,45,37,0
7119,38,3,374983,15,10,2,2,0,4,1,0,0,55,37,0
7122,43,1,212490,8,11,0,0,1,2,0,0,0,40,37,0
7133,36,3,109133,11,9,0,2,1,4,1,0,0,40,37,0
7134,49,3,165229,8,11,2,3,0,4,1,0,0,40,37,0
7135,23,4,315449,15,10,4,0,3,2,1,0,0,20,37,0
7137,37,0,54595,11,9,4,0,4,2,0,0,0,40,37,0
7150,51,3,22743,11,9,2,4,0,4,1,0,1740,40,37,0
7160,83,1,107338,15,10,6,8,1,4,1,0,0,12,37,0
7164,29,0,128553,8,11,4,0,4,2,0,0,0,40,37,0
7168,30,1,170449,12,14,2,8,0,1,1,0,0,40,37,1
7173,39,3,33001,11,9,2,2,0,4,1,0,0,40,37,0
7176,61,3,53777,14,15,0,8,1,4,1,0,0,50,37,0
7185,55,0,154274,12,14,4,3,1,4,0,8614,0,40,37,1
7189,27,3,151382,11,9,4,4,3,4,1,0,0,40,37,0
7192,27,1,183061,11,9,4,4,3,0,1,0,0,60,37,0
7199,45,1,93663,15,10,0,0,4,4,0,0,0,35,37,0
7203,29,3,337944,1,7,5,12,1,4,1,0,0,60,37,0
7208,31,1,32593,9,13,4,8,1,4,0,0,0,40,37,0
7210,52,1,48413,11,9,2,7,0,4,1,0,0,40,37,0
7213,37,4,318891,15,10,0,0,4,4,0,0,0,40,37,0
7215,42,3,248876,15,10,0,2,4,4,1,0,0,55,37,0
7216,63,0,334418,3,2,2,0,0,2,1,0,0,40,31,0
7217,38,3,166497,14,15,4,8,1,4,1,0,0,60,37,1
7218,54,3,260833,15,10,2,4,0,4,1,0,0,45,37,1
7221,58,3,216948,0,6,5,10,2,3,1,0,0,40,4,0
7224,27,2,186733,11,9,4,3,1,4,1,0,0,50,37,0
7226,31,1,187689,9,13,2,8,0,4,1,0,0,40,37,0
7232,30,3,112358,15,10,2,3,0,4,1,0,0,40,37,0
7233,57,3,247337,11,9,2,10,0,4,1,0,0,72,37,0
7234,40,2,115411,7,12,2,3,0,4,1,0,0,65,37,1
7235,42,4,884434,15,10,5,8,4,2,0,0,0,40,37,0
7238,43,3,54310,9,13,0,8,4,4,1,0,0,50,37,0
7239,58,3,33386,7,12,2,2,5,4,0,0,0,20,37,0
7245,63,3,22228,11,9,2,7,0,4,1,0,0,40,37,1
7247,50,2,181498,11,9,2,10,0,4,1,0,0,40,37,0
7248,31,4,203572,11,9,0,0,4,4,0,0,0,30,37,0
7262,58,3,127539,0,6,2,2,0,4,1,2407,0,25,37,0
7264,34,4,377017,12,14,4,8,4,4,1,0,0,40,37,0
7271,42,3,32016,11,9,2,4,0,4,1,0,0,70,37,0
7275,49,3,167281,11,9,2,10,0,4,1,0,0,40,37,0
7279,66,3,51415,8,11,2,4,0,4,1,4931,0,98,37,0
7284,22,4,149342,15,10,4,5,3,4,1,0,0,35,37,0
7285,48,3,90042,15,10,2,8,0,4,1,0,0,49,37,0
7288,51,3,123011,11,9,0,2,3,4,1,0,0,40,37,0
7289,36,3,260454,11,9,2,2,0,4,1,0,0,30,37,0
7292,47,3,159399,8,11,2,7,0,4,1,0,0,45,37,0
7294,34,4,392518,11,9,4,7,4,2,0,0,0,40,37,0
7300,71,3,141742,11,9,6,4,4,4,1,1731,0,5,37,0
7302,45,3,29019,11,9,2,7,5,4,0,0,0,55,37,0
7307,60,3,269485,13,1,0,7,4,4,0,0,0,40,24,0
7308,32,3,182177,11,9,2,2,0,4,1,0,0,40,37,0
7313,38,3,177907,11,9,2,10,0,4,1,0,0,40,37,0
7317,71,2,216601,1,7,0,6,4,2,1,0,0,40,37,0
7318,28,1,91670,9,13,4,8,1,1,0,0,0,40,37,0
7324,56,2,42298,6,5,2,3,0,2,1,0,0,40,37,0
7330,45,0,163434,11,9,0,0,1,4,1,0,0,40,37,0
7332,53,0,147629,7,12,2,8,0,4,1,0,0,80,37,1
7337,57,3,321456,11,9,2,4,0,4,1,0,0,20,37,0
7346,46,1,99971,11,9,2,9,0,4,1,0,0,56,37,1
7362,47,3,192053,5,4,2,3,0,4,1,0,0,55,37,1
7364,46,2,125892,9,13,2,8,0,4,1,0,1977,60,37,1
7375,35,3,90406,11,9,4,7,4,4,0,0,0,60,37,0
7379,52,1,71489,11,9,2,2,0,4,1,0,1579,40,37,0
7380,34,2,119411,15,10,4,12,4,4,1,0,0,40,37,0
7382,27,1,34254,9,13,2,9,0,4,1,0,0,40,37,0
7387,39,2,122353,9,13,2,3,0,4,1,7688,0,50,37,1
7395,53,2,197189,11,9,2,10,0,4,1,0,0,72,37,1
7400,62,2,234738,9,13,2,3,0,4,1,5013,0,50,37,0
7402,64,3,217380,14,15,0,8,1,4,1,0,2559,60,37,1
7405,61,3,224981,0,6,6,2,2,4,1,0,0,18,24,0
7407,41,3,200479,11,9,4,2,1,4,1,0,0,48,37,0
7410,34,4,189843,15,10,2,9,0,4,1,0,0,40,37,0
7419,90,3,122348,14,15,2,8,0,4,1,20051,0,45,37,1
7421,43,1,225978,15,10,2,2,0,2,1,0,0,40,37,1
7423,60,3,119471,7,12,2,3,0,1,1,0,0,40,22,0
7430,46,2,340651,9,13,2,7,0,2,1,0,1977,60,37,1
7433,24,3,194102,9,13,4,3,3,4,1,0,0,40,37,0
7434,35,3,295127,15,10,0,4,4,4,1,0,0,50,37,0
7438,61,3,243019,13,1,2,2,0,4,1,0,0,40,37,0
7440,25,4,31350,15,10,4,7,1,4,1,0,0,40,37,0
7445,38,1,30056,15,10,2,7,0,4,1,0,0,40,37,0
7447,55,4,256984,15,10,2,7,0,2,1,0,0,40,37,0
7450,44,3,106900,9,13,0,2,1,4,1,0,0,40,37,0
7453,35,1,191779,15,10,2,2,0,4,1,0,0,40,37,1
7454,56,3,99479,15,10,2,10,0,4,1,5013,0,46,37,0
7463,41,3,136986,15,10,4,2,1,4,1,0,0,40,37,0
7464,52,4,206775,11,9,2,12,0,4,1,0,0,40,37,0
7468,36,3,60269,9,13,2,10,0,4,1,0,0,40,37,1
7470,40,1,99666,11,9,2,12,0,4,1,0,0,55,37,0
7472,44,4,208163,8,11,5,9,4,4,1,0,0,40,37,0
